No;Y;X1;X2;X3;X4;X5
875;5;0;1;1;1.76;11
876;5;1;0;0;2.58;6
877;5;1;0;0;3.62;3
878;6;0;1;1;4.62;8
879;6;1;1;0;2.1;36
880;6;1;1;2;1.86;38
881;6;0;1;0;4.34;9
882;6;1;1;0;4.29;24
883;6;0;1;2;2.51;11
884;6;0;1;1;2.96;13
885;6;0;0;0;4.29;18
886;6;0;0;0;3.4;14
887;6;1;0;0;4.54;12
888;6;0;1;1;3.85;16
889;6;1;0;0;3.15;9
890;6;1;0;0;4.54;15
891;6;0;0;0;3.47;6
892;6;1;1;0;4.29;1
893;6;0;0;0;1.97;4
894;6;1;0;0;3.32;6
895;7;0;1;0;3.59;1
896;7;0;0;0;2.54;6
897;7;0;0;0;3.41;20
898;7;0;1;1;1.97;0
899;7;1;0;0;3.15;9
900;7;0;0;0;4.62;15
901;7;0;0;0;4.54;42
902;7;0;1;0;3.69;9
903;7;0;0;0;4.34;19
904;7;0;0;0;4.29;19
905;7;0;1;1;3.59;27
906;7;0;0;0;3.69;19
907;8;0;1;0;2.51;11
908;9;0;1;1;2.96;23
909;9;0;1;1;1.86;47
910;10;1;1;0;3.59;18
911;11;0;1;2;2.86;7
912;12;0;1;1;4.29;35
913;12;0;1;1;1.86;5
914;16;0;1;0;1.74;21
915;19;0;1;0;1.86;42
